Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,industry,Summary Quote
PGRX,Prospect Global Resources Inc.,0.067,7718025.805,n/a,n/a,Basic Industries,Homebuilding,http://www.nasdaq.com/symbol/pgrx
PRTA,Prothena Corporation plc,17.25,304965889.5,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/prta
PWX,Providence and Worcester Railroad Company,18.3601,88940033.14,n/a,n/a,Transportation,Railroads,http://www.nasdaq.com/symbol/pwx
PROV,"Provident Financial Holdings, Inc.",18.13,189467039.2,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/prov
PBIP,"Prudential Bancorp, Inc. of Pennsylvania",9.941,99643563.8,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/pbip
PSBH,"PSB Holdings, Inc.",6.39,41800574.79,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/psbh
PSDV,pSivida Corp.,3.33,77579046.63,n/a,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/psdv
PMD,Psychemedics Corporation,13.18,70003962.04,n/a,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/pmd
PMTC,PTC Inc.,26.92,3205370834,n/a,1989,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/pmtc
PTCT,"PTC Therapeutics, Inc.",15.63,389472497.6,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ptct
PULB,Pulaski Financial Corp.,10.03,114368238.5,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/pulb
PCYO,Pure Cycle Corporation,5.42,130283770.3,n/a,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/pcyo
PVFC,PVF Capital Corp.,4.29,111889463.4,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/pvfc
QADA,QAD Inc.,11.94,185832798.8,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/qada
QADB,QAD Inc.,10.6299,165442551.8,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/qadb
QCCO,"QC Holdings, Inc.",2.489,43287060.19,n/a,2004,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/qcco
QCRH,"QCR Holdings, Inc.",15.66,90942819.12,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/qcrh
QGEN,Qiagen N.V.,21.02,4925826800,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/qgen
QIWI,QIWI plc,29.88,1553760000,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/qiwi
QKLS,"QKL Stores, Inc.",4.74,7215825.24,n/a,n/a,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/qkls
QLIK,Qlik Technologies Inc.,31.86,2799230942,n/a,2010,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/qlik
QLGC,QLogic Corporation,11.31,991762590,n/a,n/a,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/qlgc
QLTI,QLT Inc.,4.16,212500612.5,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/qlti
QCOM,QUALCOMM Incorporated,66.71,1.14436E+11,n/a,1991,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/qcom
QLTY,"Quality Distribution, Inc.",9.14,245914798.5,n/a,2003,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/qlty
QSII,"Quality Systems, Inc.",21.13,1259114218,n/a,1982,Technology,EDP Services,http://www.nasdaq.com/symbol/qsii
QBAK,Qualstar Corporation,1.44,17644488.48,n/a,2000,Technology,Electronic Components,http://www.nasdaq.com/symbol/qbak
QLYS,"Qualys, Inc.",18.87,603836320.4,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/qlys
QTWW,"Quantum Fuel Systems Technologies Worldwide, Inc.",2.09,31257252.07,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/qtww
QCOR,"Questcor Pharmaceuticals, Inc.",64.95,3896601662,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/qcor
QUIK,QuickLogic Corporation,2.54,113685868.6,n/a,1986,Technology,Semiconductors,http://www.nasdaq.com/symbol/quik
QDEL,Quidel Corporation,25.57,866949366.9,n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/qdel
QPACU,QUINPARIO ACQUISITION CORP.,10.02,161823000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qpacu
QNST,"QuinStreet, Inc.",9.19,394021240.8,n/a,2010,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/qnst
DFZ,R.G. Barry Corporation,16.18,182686664.9,n/a,n/a,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/dfz
RRD,R.R. Donnelley & Sons Company,17.45,3170665000,n/a,n/a,Miscellaneous,Publishing,http://www.nasdaq.com/symbol/rrd
RADA,Rada Electronics Industries Limited,1.4199,12663586.88,n/a,1994,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/rada
RDCM,Radcom Ltd.,5.1905,40060092.14,n/a,1997,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/rdcm
ROIA,"Radio One, Inc.",2.34,114696256,n/a,1999,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/roia
ROIAK,"Radio One, Inc.",2.29,112245481.3,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/roiak
RSYS,RadiSys Corporation,3.67,105632171.4,n/a,1995,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/rsys
RDNT,"RadNet, Inc.",2.73,109443505.1,n/a,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/rdnt
RDWR,Radware Ltd.,15.03,673786152.5,n/a,1999,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/rdwr
RMBS,"Rambus, Inc.",8.57,963785962.2,n/a,1997,Technology,Semiconductors,http://www.nasdaq.com/symbol/rmbs
RAND,Rand Capital Corporation,2.98,19344076.98,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rand
RLOG,"Rand Logistics, Inc.",5.06,90672477.72,n/a,n/a,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/rlog
GOLD,Randgold Resources Limited,80.38,7385676351,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/gold
RPTP,Raptor Pharmaceutical Corp.,12.37,737960862.9,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rptp
RAVN,"Raven Industries, Inc.",29.8,1083582445,n/a,n/a,Capital Goods,Specialty Chemicals,http://www.nasdaq.com/symbol/ravn
ROLL,RBC Bearings Incorporated,58.29,1344587146,n/a,1998,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/roll
RCMT,"RCM Technologies, Inc.",5.61,69365815.53,n/a,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/rcmt
RDA,"RDA Microelectronics, Inc.",11.44,531192604.8,n/a,1990,Technology,Semiconductors,http://www.nasdaq.com/symbol/rda
RLOC,"ReachLocal, Inc.",11.97,335824945.5,n/a,2010,Technology,Advertising,http://www.nasdaq.com/symbol/rloc
RDI,Reading International Inc,6.24,145925638.6,n/a,n/a,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/rdi
RDIB,Reading International Inc,7.02,157827887.1,n/a,n/a,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/rdib
RSOL,"Real Goods Solar, Inc.",1.935,58491694.71,n/a,2008,Capital Goods,Building Products,http://www.nasdaq.com/symbol/rsol
RNWK,"RealNetworks, Inc.",7.45,265715954,n/a,1997,Technology,EDP Services,http://www.nasdaq.com/symbol/rnwk
RP,"RealPage, Inc.",20.34,1566923224,n/a,2010,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/rp
RCPT,"Receptos, Inc.",16.61,304592851.2,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rcpt
RCON,"Recon Technology, Ltd.",1.92,7587477.12,n/a,2009,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/rcon
RECV,"Recovery Energy, Inc.",1.62,30062233.08,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/recv
RRGB,"Red Robin Gourmet Burgers, Inc.",67.89,972086359.5,n/a,2002,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/rrgb
RDHL,Redhill Biopharma Ltd.,10.49,0,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rdhl
REDF,Rediff.com India Limited,2.33,69015429.48,n/a,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/redf
REGN,"Regeneron Pharmaceuticals, Inc.",233.3,23038149866,n/a,1991,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/regn
RGLS,Regulus Therapeutics Inc.,9.445,390368886.5,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rgls
REIS,"Reis, Inc",18.01,196445497.8,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/reis
RELV,"Reliv&#39; International, Inc.",2.15,27123529.25,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/relv
MARK,"Remark Media, Inc.",3.1,22111041.4,n/a,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/mark
REMY,"Remy International, Inc.",19.91,637394957.1,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/remy
RNST,Renasant Corporation,25.67,647935443.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/rnst
REGI,"Renewable Energy Group, Inc.",14.4,482372064,n/a,1985,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/regi
RCII,Rent-A-Center Inc.,38.73,2067706473,n/a,1995,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/rcii
RTK,"Rentech, Inc.",1.94,439033378.1,n/a,1991,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/rtk
RENT,Rentrak Corporation,23.45,279335485.5,n/a,1983,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/rent
RGEN,Repligen Corporation,10.04,319486846,n/a,1986,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/rgen
RPRX,Repros Therapeutics Inc.,19.8,455495772.6,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/rprx
RPRXW,Repros Therapeutics Inc.,21.59,0,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/rprxw
RPRXZ,Repros Therapeutics Inc.,16.62,0,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/rprxz
RJET,"Republic Airways Holdings, Inc.",11.93,588556719.7,n/a,2004,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/rjet
RBCAA,"Republic Bancorp, Inc.",27.19,565068942.5,n/a,1998,Finance,Major Banks,http://www.nasdaq.com/symbol/rbcaa
FRBK,"Republic First Bancorp, Inc.",3.5,90905139.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/frbk
REFR,Research Frontiers Incorporated,4.17,95560116.15,n/a,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/refr
REXI,"Resource America, Inc.",7.71,157546217.1,n/a,n/a,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/rexi
RECN,"Resources Connection, Inc.",12.93,515656739.9,n/a,2000,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/recn
RGDX,"Response Genetics, Inc.",1.86,61035358.74,n/a,2007,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/rgdx
MKTG,"Responsys, Inc.",14.5,730052032,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mktg
ROIC,Retail Opportunity Investments Corp.,13.08,939786031.8,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/roic
ROICU,Retail Opportunity Investments Corp.,15.5,0,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/roicu
ROICW,Retail Opportunity Investments Corp.,1.93,0,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/roicw
SALE,"RetailMeNot, Inc.",30.07,1509723708,n/a,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/sale
RVLT,"Revolution Lighting Technologies, Inc.",3.6,288842500.8,n/a,n/a,Basic Industries,Telecommunications Equipment,http://www.nasdaq.com/symbol/rvlt
REXX,Rex Energy Corporation,21.26,1139459932,n/a,2007,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/rexx
RFIL,"RF Industries, Ltd.",6.15,47845708.5,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/rfil
RFMD,"RF Micro Devices, Inc.",4.86,1367171339,n/a,1997,Technology,Semiconductors,http://www.nasdaq.com/symbol/rfmd
RGCO,RGC Resources Inc.,18.889,88924311.97,n/a,n/a,Public Utilities,Oil & Gas Production,http://www.nasdaq.com/symbol/rgco
RELL,"Richardson Electronics, Ltd.",11.27,164624417.5,n/a,1983,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/rell
RICK,"Rick&#39;s Cabaret International, Inc.",9.1,86485763,n/a,1995,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/rick
RIGL,"Rigel Pharmaceuticals, Inc.",3.64,318246444.9,n/a,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rigl
RNET,"RigNet, Inc.",33.63,538371437.6,n/a,2010,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/rnet
RIMG,Rimage Corporation,11.06,95936751.54,n/a,1992,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/rimg
RITT,RIT Technologies Ltd.,3.105,28506148.02,n/a,1997,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/ritt
RIVR,River Valley Bancorp.,23.3,35628169.8,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/rivr
RVBD,"Riverbed Technology, Inc.",15.82,2598537308,n/a,2006,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/rvbd
RVSB,Riverview Bancorp Inc,2.63,59101070.7,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/rvsb
RLJE,"RLJ Entertainment, Inc.",5.7,77401069.5,n/a,n/a,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/rlje
RMGN,RMG Networks Holding Corporation,8.34,94113505.62,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/rmgn
ROCM,Rochester Medical Corporation,14.19,175383334.2,n/a,1990,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/rocm
RCKB,"Rockville Financial, Inc.",13.21,348011994.3,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/rckb
RMTI,"Rockwell Medical, Inc.",5.25,209564045.3,n/a,1998,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/rmti
RCKY,"Rocky Brands, Inc.",17.54,131838497.9,n/a,1993,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/rcky
RMCF,"Rocky Mountain Chocolate Factory, Inc.",12.65,76915668.5,n/a,n/a,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/rmcf
RSTI,"Rofin-Sinar Technologies, Inc.",23.26,656076049.2,n/a,1996,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/rsti
ROMA,Roma Financial Corporation,18.64,562308574.2,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/roma
ROSG,Rosetta Genomics Ltd.,3.27,31802689.11,n/a,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rosg
ROSE,Rosetta Resources Inc.,45,2750140125,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/rose
ROST,"Ross Stores, Inc.",67.38,14734496486,n/a,1985,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/rost
ROVI,Rovi Corporation,19,1930835195,n/a,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/rovi
RBPAA,"Royal Bancshares of Pennsylvania, Inc.",1.6201,17751620.39,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/rbpaa
RGLD,"Royal Gold, Inc.",62.28,4022075408,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/rgld
ROYL,"Royale Energy, Inc.",2.72,38588387.04,n/a,1970,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/royl
FUND,"Royce Focus Trust, Inc.",7.18,155786822.2,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fund
RPXC,RPX Corporation,15.89,828769661.1,n/a,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/rpxc
RRST,RRSat Global Communications Network Ltd.,7.865,136430702.3,n/a,2006,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/rrst
RTIX,"RTI Surgical, Inc.",3.52,198235822.4,n/a,2000,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/rtix
RBCN,"Rubicon Technology, Inc.",10.36,234503282.7,n/a,2007,Technology,Semiconductors,http://www.nasdaq.com/symbol/rbcn
RTEC,"Rudolph Technologies, Inc.",10.29,337925730,n/a,1995,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/rtec
RUE,"rue21, inc.",41.86,982825205.2,n/a,2009,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/rue
RUSHA,"Rush Enterprises, Inc.",25.21,996095503.2,n/a,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/rusha
RUSHB,"Rush Enterprises, Inc.",21.67,232057160.6,n/a,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/rushb
RUTH,"Ruth&#39;s Hospitality Group, Inc.",12.57,448261937.6,n/a,2005,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/ruth
RYAAY,Ryanair Holdings plc,49.97,14224460200,n/a,1997,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/ryaay
STBA,"S&T Bancorp, Inc.",24.14,717882682.7,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/stba
SANW,S&W Seed Company,7.38,85494370.14,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/sanw
SANWZ,S&W Seed Company,0.94,0,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/sanwz
SYBT,"S.Y. Bancorp, Inc.",27.54,400146726.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sybt
SYBTP,"S.Y. Bancorp, Inc.",10.5,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sybtp
SBRA,"Sabra Healthcare REIT, Inc.",22.94,856440652.4,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sbra
SBRAP,"Sabra Healthcare REIT, Inc.",23.56,135470000,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sbrap
SAEX,"SAExploration Holdings, Inc.",10.05,134696773.2,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/saex
SAFT,"Safety Insurance Group, Inc.",51.85,797909280,n/a,1993,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/saft
SGNT,"Sagent Pharmaceuticals, Inc.",23.32,657611150.7,n/a,1999,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sgnt
SAIA,"Saia, Inc.",29.75,726576634,n/a,n/a,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/saia
SALM,Salem Communications Corporation,7.44,184593735.8,n/a,1992,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/salm
SAL,"Salisbury Bancorp, Inc.",26.99,46156165.79,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/sal
SLXP,"Salix Pharmaceuticals, Ltd.",67.89,4187106042,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/slxp
SAFM,"Sanderson Farms, Inc.",73.12,1682847441,n/a,1987,Consumer Non-Durables,Meat/Poultry/Fish,http://www.nasdaq.com/symbol/safm
SNDK,SanDisk Corporation,55.64,13375276676,n/a,1995,Technology,Electronic Components,http://www.nasdaq.com/symbol/sndk
SASR,"Sandy Spring Bancorp, Inc.",24.01,599701011.4,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sasr
SGMO,"Sangamo BioSciences, Inc.",9.81,530783509.3,n/a,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/sgmo
SANM,Sanmina Corporation,16.35,1367366768,n/a,1993,Technology,Electrical Products,http://www.nasdaq.com/symbol/sanm
GCVRZ,Sanofi,1.85,0,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/gcvrz
SNTS,"Santarus, Inc.",24.86,1649945273,n/a,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/snts
SPNS,Sapiens International Corporation N.V.,5.53,216127342.1,n/a,1992,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/spns
SAPE,Sapient Corporation,15.2,2124788301,n/a,1996,Technology,EDP Services,http://www.nasdaq.com/symbol/sape
SRPT,"Sarepta Therapeutics, Inc.",32.3,1082950524,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/srpt
SVNT,Savient Pharmaceuticals Inc,0.68,49957809.56,n/a,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/svnt
SBFG,"SB Financial Group, Inc.",7.98,38835699.42,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sbfg
SBAC,SBA Communications Corporation,73,9328440269,n/a,1999,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/sbac
SCSC,"ScanSource, Inc.",35.64,993728557.8,n/a,n/a,Technology,Retail: Computer Software & Peripheral Equipment,http://www.nasdaq.com/symbol/scsc
SMIT,"Schmitt Industries, Inc.",2.55,7626820.5,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/smit
SCHN,"Schnitzer Steel Industries, Inc.",26.68,708044432,n/a,1993,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/schn
SCHL,Scholastic Corporation,29.74,898147137.5,n/a,1992,Consumer Services,Books,http://www.nasdaq.com/symbol/schl
SCLN,"SciClone Pharmaceuticals, Inc.",5.51,299280972.7,n/a,1992,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/scln
SGMS,Scientific Games Corp,14.98,1274591036,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/sgms
SQI,"SciQuest, Inc.",21.25,486619241.3,n/a,2010,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/sqi
SEAC,"SeaChange International, Inc.",10.97,359230256.9,n/a,1996,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/seac
SBCF,Seacoast Banking Corporation of Florida,2.17,205957881.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sbcf
STX,Seagate Technology.,39.22,13994360426,n/a,2002,Technology,Electronic Components,http://www.nasdaq.com/symbol/stx
SHIP,Seanergy Maritime Holdings Corp,1.37,16384216.34,n/a,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/ship
SHLD,Sears Holdings Corporation,41.59,4425476238,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/shld
SHOS,"Sears Hometown and Outlet Stores, Inc.",40,927568840,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/shos
SGEN,"Seattle Genetics, Inc.",41.24,5024829322,n/a,2001,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/sgen
SNFCA,Security National Financial Corporation,5.8,72554427.2,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/snfca
SEIC,SEI Investments Company,31.45,5402190528,n/a,1981,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/seic
SCSS,Select Comfort Corporation,21.95,1220485850,n/a,1998,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/scss
SLTC,"Selectica, Inc.",6,20971260,n/a,1980,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/sltc
SIGI,"Selective Insurance Group, Inc.",23.62,1316307406,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/sigi
LEDS,SemiLEDS Corporation,0.8701,24154654.68,n/a,2010,Technology,Semiconductors,http://www.nasdaq.com/symbol/leds
SMTC,Semtech Corporation,29.84,2014082669,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/smtc
SENEA,Seneca Foods Corp.,31.03,270173338.3,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/senea
SENEB,Seneca Foods Corp.,31.46,63826048,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/seneb
SNMX,"Senomyx, Inc.",3.12,126790126.3,n/a,2004,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/snmx
SQNM,"Sequenom, Inc.",2.89,333399070,n/a,2000,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/sqnm
SREV,"ServiceSource International, Inc.",12.52,994232042.6,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/srev
SEV,"Sevcon, Inc.",5.2499,18240189.56,n/a,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/sev
SVBI,Severn Bancorp Inc,5.0799,51137722.65,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/svbi
SGOC,"SGOCO Group, Ltd",2.81,49302450.36,n/a,2010,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/sgoc
GAME,Shanda Games Limited,4.53,1219982223,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/game
SMED,Sharps Compliance Corp,2.75,42156009.5,n/a,n/a,Basic Industries,Environmental Services,http://www.nasdaq.com/symbol/smed
SHEN,Shenandoah Telecommunications Co,18.52,444654217.6,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/shen
SHFL,"SHFL Entertainment, Inc.",22.72,1281531211,n/a,1992,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/shfl
SHLO,"Shiloh Industries, Inc.",11.67,198444603.9,n/a,1993,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/shlo
SHPG,Shire plc,114.11,21396991353,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/shpg
